Ticker,media_diaria_log,volatilidad_diaria_log,volatilidad_anualizada_aprox,rendimiento_acumulado,max_drawdown,observaciones
QQQ,0.0007445941901178727,0.015757866287302396,0.250148372335265,2.271975564556889,-0.35118741443757406,1592
SPY,0.0005597476196207014,0.012904773398743321,0.20485692683229959,1.43785416168343,-0.33717253344371867,1592
TLT,-0.00017982102694987493,0.010573286807685848,0.16784572460218064,-0.2489440091252364,-0.48351117758383577,1592
